User,Comment
@JuwimiyantoMiyanto,"Timothy ronal,pernah bilang kekayaanya d habiskan buat orang2,tetapi tidak untuk anak2nya,,dri situ saja sudah jelas bahwa dia manipulatif,supaya kalau dia tertangkap karena kasus trendingnya dia masih punya harta yg dia sembunyikan dan kluarganya aman dri kasusnya dia,,dengan dalih uang hasil trendingnya itu d buat membantu orang2,bukan untuk kluarganya.,,mungkin dia belajar ke kasus2 treding sebelumnya yg sudah d alami orang2 yg d penjara dan d miskinkan,,, ini orang otaknya bermain bro......"
@MrRwt,"Alumni ngikut seminar ""ORA UMUM"" gak ngefek kata kata manis si ronald wkwkwk salam UGD utang gadai dol."
@darpiadi8931,Orang kaya gak bakalan ngajak orang jadi kaya 😂😂😂
@etnik_otak-atik,"😂😂 kaya? Padahal posisi masih dalam mode bertahan hidup... Naik dulu ke mode on the track bisa save money dulu, baru bisa sedikit aneh2 boleh... Kesalahan adalah obsesi besar tapi bakat alakadarnya.. 😂😂"
@mengikutizaman,"dari dulu saya udah pernah posting saat dia nongol. saya bilang Timothy adalah The Next Indra Kenz dan Kingdom Salmanan. Kalau dia jago, berani dia live trading crypto di tempat netral dan pakai HP atau laptop baru? Ga berani lah. ngaku cuan. ilmu crypto dia cetek. Kenal Om King dr Bali ga?? Itu bener2 riil. Cuan kaya raya dr Crypto berkat Koin Shiba Inu. Bisa di cek di Yutubnya Coinvestasi. Dia yg bener kaya aja ga sombong. Cuan 142 M Coy... Timothy apa?? Anak ingusan."
@mahfudtm5728,"gw yg otaknya lemot belum mudeng sama kripto itu apa, eh malah udah pada tumbang duluan org² kriptonya..."
@ngantukkw29,skyholic itu anknya pak purbaya
@romisaputra2905,"pas bang jeri bilang ""sagne dia sama cewe pinter"" sumpah gw ngakak wkwk"
@muhammadrifani8224,"Gue bingung dan heran mereka mereka yang fomo dengan kesuksesan nya dia apa mrka lupa dengan kasus sebelumnya sprti indra kenz sama si Dony,,ingat wahai gen z tidak ada sukses yang instan para pengusaha seperti bos Djarum dan yang lainnya aja butuh perjuangan berdarah darah buat sukses,, ini ibarat orang ngaku punya jimat penglaris kemudian dia jual ,,gunakan kewarasan kalian"
@AnarkiPositif,Sudah ada pihak pelapor.
@hate-chan,tmnku aja yang biasa main kripto sama saham ngga berani ngajarin aku bukannya pelit ngeri ngerugiin temen sendiri katanya
@anakbahagia-sukses,Ujung ujungnya duit lah...maklum indo...
@br2u,"gw sepakat... nge gym itu hal yg useless klo dianggap utk kesehatan, klo mau sehat tuh kerja bukan ngegym....😂 nge gym tuh bukan buat kesehatan tapi yg bner nge gym tuh buat ngisi waktu senggang.... sama kayak mancing...."
@vloggerfun8521,Cocok Sama Resbob
@fikkycukilcukil7098,"Dari ucapannya aja blagu dan sombong,ko di percaya orang begituan😅"
@RusiSulaiman,Klo bneran trmasuk penipuan..hrus nya aparat gercep donk..
@PakBhe04,Indra Kenz jilid 2
@DamDudiDamn,pernah gw dihujat sama member/calon member akademi crypto karna gw ngingetin mereka kalau masuk kelas nya bakalan di goblok2in. di saat masuk kelas harga nya 17juta gila ga tuh
@Barbielll,BAHAS LG BANG PENASARAN SOAL DRAMA INI
@bngsst1229,Gw aja ada btc 500k engga kyk begitu
@aidilart1156,"Gua cuman katakan orang yang bisa kaya instan itu adalah sahabat Nabi. Sekelas Abdurrahman bin Auf ra. dari Mekkah kaya raya hijrah ke Madinah jadi fakir miskin seperti orang baru lahir, dia dikasih tanah buat bisnis hanya setahun dia udah kaya bisa di blg 1 triliun per tahun nah masuk ke tahun ketiga (Tahun 3 Hijriah) dia pun menjadi orang paling kaya di Madinah sampai mati. Utsman bin Affan ra. sahabat Nabi yang dijuluki Dzunnurain (pemilik 2 cahaya) karena menikahi 2 anak Nabi Saw. meskipun semuanya meninggal saat Nabi masih hidup pun termasuk sahabat Nabi paling kaya. Bekas sumur Yahudi yang ia belikan secara gratis untuk seluruh kaum muslim, madinah dan fakir miskin pun sampai saat ini tanahnya menjadi perusahaan aset yang masih berjalan sampai sekarang atas nama beliau! Jadi, lo mau kaya yaa kerja keras tapi mustahl juga lo langung kaya dalam setahun kecuali anak org kaya! Cuman Sahabat Nabi aja bisa kaya secara instan dalam waktu dekat dgn kerja keras krn mendapatkan jaminan dari Allah dan Rasul-Nya (Nabi Muhammad Saw)"
@sanskaay,cari uang cepet dan kaya? lu salah  denger kli
@Salimmotosport,"adik gw rugi puluhan juta, karna koin nya tiba tiba hilang padahal ga di apa apain.... gara2 ikut timboti academy"
@mmanu7141,Sebenernya itu orangnya Timothy drama baru yang dibuat
@sanskaay,mecleren lu warna apa jerrrr
@sipetanicantik,Orang cina menguasai bisnis indonesia sedangkan orang asli indonesia nya sendiri masih begini² aja 😂 kalo dipikir² dulu orang cina itu kan cuma numpang disini lambat laun jd penguasa negeri
@septio7782,"gue emang paling enek sama ni anak, masih bocil kok sok2an, mentang2 dikasi amanah punya duit tpi tak berakhlak."
@Dickyprojec,Maupun buruk di academia cripto tapi baik udah bangun sekolah
@AmdAhmad-q3u,"PT mileanatur Indonesia, hampir mirip dengan program timoti, pake member depo terkecil 500 ribu alhasil penipuan😂. ..bandar untung member merudul/rungkad🤣"
@indrawibiyanto438,Dibego begoin am ni orng
@tuan21channel,"hhhh,,duh orang2,,,ni ya"
@santosowahyu6329,Mau tanya saja. Timo itu beli btc tahun berapa?
@Trippy_Uprising,Clickbait 😂
@animechanneli.n.g9877,"Begonya manusia. 
Selalu ingin memdewa2kan manusia.. 
Ikuti langkahnya.. 
😂😂😂😂😂😂
Coba anda mikir klo kamu sukses mau gak kamu ajak orang, ajarin orang, untuk menjadi saingan bisnis anda😂😂😂😂😂
Mikir.... 
Jadi manusia jgan ngak punya pendirian... 
Hal pling tolol adalah mendewakan manusia... 
Padahal elu sendiri juga manusia... 
Dan mau aja rendah di mata manusia lain...."
@Kakelaknad,Indra kenz 2026 wkwkwkw 😂
@yogasdw,"Kalo jadi sales dia itu pinter dari jual pomade sm btc org2 pada tertarik, yang perlu di garis bawahi adl gak semua yang pakai pomade yg dia jual auto ganteng kan? Sama aja nggak semua yg ikutan trading btc auto kaya. Gausah bahas investasi btc, kalo emg lu mau invest gak jangka setahun dua tahu bisajd kaya karna investasi di kalangan bawah itu hny utk melindungi aset dari inflasi bukan yg bisa gaya2an 4% rules. Kalo trading btc apalagi, jelas high risk lah yg trading forex aja high risk apalagi kripto. Kalo soal saham, ya ky investasi itu tadi kita gak bakal bisa kaya kalo cm modal 1-5m. Udahlah realistis aja, indonesia itu klo pgn makmur rubah dulu iklim dunia kerjanya yg lbh terbuka banyak dan bisa memakmurkan. Liat tuh di eropa mereka kerja aja biasa gak gembor2 trading invest yg tendensinya pgn cpt kaya. Intinya mah scr umum kita hny butuh hidup bisa cukup, makmur, dan sejahtera kesenjangan ekonomi gak terlalu jauh. dan netijen gak kemakan sosmed terus liat hal hal hedon yg bikin silau."
@mad17,"Crypto itu ibarat judi, menang tidak, rungkad iya..dan tidak masuk akal tiba tiba kaya raya masih muda pula lagi😅"
@Sipachul,"Crypto lagi bear market . Jangan salahin Timothy Ronald nya pliss. 

🗿"
@crewpm5370,bang lu kurus njir😭😭 emang sengaja apa nggak bang kayak beda aku liat
@MuhammadArifin-vn2ow,"Awas di serang ternak tymoty bang😂😂
Bocil kebelet kaya raya😂😂"
@asprilaputra3614,Kwkwk🤣🤣tolol pelihara babi ngepet ajalah. Kan instant cepat kaya
@mebelinteriorhoki271,Cinten creator tolol
@iwansantoso887,Timoty yg jenius...krna tau sdm indonesia memang mayoritas gblk2 dan mudah di kibulin...Memang betul bisa kaya raya...tpi kekayaan yng menimbulkan keangkuhan dan mulut jahat...itu lebih berbahaya di bandingkan miskin seumur hidub..
@Faisalkakmei,2026 baru mulai udah muncul drama sampah aja
@SimonRise-w2d,"Jalur Kaya instan hanya di Key365
Kayak kmrn modal 50jt narik 8.4M
Mantap emang key365"
@ter7165,"YG BAYAR KELASNYA AJA YG SOK TOL,JUALAN KELAS AJA MAU AJA DI BODOHIN HAHAH TLOL...JELAS PINTAR TIMOTY LA..DIA KUMPULIN ORANG RAKUS DAN TOLOL BUAT BELI KELASNYA HAHAH"
@mebelinteriorhoki271,Konten creator paling tolol
@bangbakron,Kalo pendapat saya pribadi ada sisi positifnya dari penjelasan video2 youtube Timothy ronal.
@mebelinteriorhoki271,Kamar Jery tai
@mebelinteriorhoki271,Cahbel youtube tai
@Lil-Bah,Timbothy anjjjjjjj
@ecephalilintar,"Jer lu kaya makin kurusan sekarang,  curiga galau😂"
@darmanrippa3072,Barisan org sakit hati inimah
@h_clip,"kita lihat ekspresi si bocil cina bawel ini, nangis gk dia minta nenen ke mamak nya 🤣🤣"
@Hayasida-x5u,sejak awal sudah ku duga😅
@ahmadfathulmubarok1521,"Selain nyinggung aktifitasnya org miskin, juga nyinggung aktifitasnya org2 kaya juga dia 😂, ya meskipun org miskin juga ada aja yg nge-gym  meskipun maksain budget 😅"
@nurtrihandoko9957,"Tangkap aja.... Ini anak bajingan, penipu...!!!!"
@nurtrihandoko9957,"Ini anak banyak omong, ketahuan model penipu...... Crypto penopuan"
@rizkiubet8936,"Sebenernya sama halnya Dnegan MLM tapi orang pada ga sadar ,pikir deh secara logika 😂😂😂"
@roykhawarizmiofficial,ELIT SUDAH TURUN TANGAN SEHINGGA MEMBUAT AGENDA BLACK CAMPAIGN UNTUK MEMBUAT NAMA TIMOTY JELEK
@guaanakharam4106,"Nah ,kan
Kaya flexing
Biar orang orang tergiur"
@agussulastiyo8431,"Alhamdulillah akhirnya yg di dewakan sama manusia tolol yg katanya sekolah ngga penting buang2 waktu akhirnya terbongkar juga 

Perlu kalian ketahui Timotytyd itu sales crypto perkepala itu jutaan harganya bahkan bisa mencapai belasan juta perkepala"
@rizkiubet8936,"Susah back upnya Hotman Paris ,beda dengan indra kens satset ketangkepnya"
@Henchua05,31:02 bisa jadi bang cmn dia yg otak tranding crypto yg terkenal 😊
@widsshinigami,"Hati2 guys, Tidak ada yg kaya secara singkat! Semua perlu proses. Itu kuncinya guys, hati2 mungkin saja ini method cuci uang"
@widhisaja8259,"Sudah kuduga dr awal kemunculannya😂 
semacam indra kenz dll..."
@cicihnawangsih1880,"crypto bitcoin internet / satelit mati !
diambil dimana ??
selamat datang di dunia terjebak tipu menipu !"
@agnasyahrilr9547,"Uang nya udah banyak, di penjarapun dia udah siap ,,paling bberapa taun doang ,dia keluar, uang nya pun pasti gede , Congrat timboty🎉"
@babawida9740,Bego mau nyari duit instant
@HandsomeGoat1,"BTC 1.5 5 tahun lagi 2M itu masih 50:50, broooo 1M elu puterin dgn bener bisa jd 10M"
@Henchua05,28:56 qku ompong bang keropos terus retak tengah di cabut deh keropos karna karang gigi kebayakan merokok 😂
@Fiaaant999,Indra kenz aja yg kaya raya redup apalagi yg ini😂😂😂
@Bangmamat28,"Yg betul itu investasi bukan trading2 ga jelas, krna saya pernah  ngerasain juga itu, judi😅"
@IronHighTV,Aku juga gk ngerti sama sekali tentang bitcoin segala macam. Makanya gk ngikuti
@wahyuarifin8931,"Yg gobl*k orang yg mengikuti dia apalagi sampea mau ikut join dengan uang jutaan hingga milyaran, padahal udah banyak contoh yg sudah sudah cara main nya sama Tapin orang nya aja beda, para konglomerat itu mereka kaya raya karena membangun bisnis yg jelas ada fisiknya"
@Wannxtz,Bang jangan di bahas kalo gak paham katanya😂 pada dasarnya bang jeri juga aslinya gak peduli yang penting penonton rame cuan😂
@dbnotreal,di sponsori oleh clipper
@ammarabamfish,"Crypto ga salah,mungkin kelasnya ga salah,yang salah yg ikut kelasnya,invest di crypto emang high risk high return,momentum pegang kendali penuh,jangankan crypto,invest di saham aja yg bisa dipelajarin fundamentalnya banyak yg gagal,apalagi crypto yg modal candle stick yg naik turun ngehafalin psikis candle pemegang koin diseluruh dunia,berat bre,,,wkwkwk,,,lagian crypto (spot) turun jauh pun selama ga dicutloss ga bener2 gagal,tunggu aja kalo naikkan bisa profit jga?gw sih saham,bukan crypto,,,selama ga dicutloss sih saham aman kalo belinya berdasarkan fundamental dan tepat yg dibeli,kalo crypto ntah,wkwkwk,,,lagian kalimasada udah ga pemegang udah lama setau gw,dia mundur gegara beda visi sama timothy,"
@DianaPapilaya-k6r,Tiap mau berangkat kerja pasti sambil siap siap dengerin lu podcast bang wkwk seru
@BayyuSatrya,bang kok lu agak kurusan
@okee-baik,"pastinya indra kenz tu skyholic, tau sendiri Horang Kaya klo di tahanan bisa bawa apapun.. indonesiah.."
@ariantonugroho5123,Gw udah tau
@sandigaming97,"(Yakobus 4:6), menunjukkan bahwa kesombongan adalah dosa yang dibenci Allah, bertentangan dengan kasih, dan dapat membawa kejatuhan besar,"
@FanhardMarijuana,"PENGGEMAR  TIMOTHY ITU BEGO SEMUA KAYAK PEPEK....
WAHAHAHAHHAHA"
@aidilart1156,SEMUA PENIPU GUA BENCI KARENA RATA-RATA PENIPU ITU PUNYA MENTAL LEMAH. SIAPAPUN ORANGNYA KECUALI PUNYA BACKINGAN G NGOTAK
@nayranay97,"Tymoti tuh tipe manusia real yg ngomong apa adanya, kalau orang yg biasa dikasih omongan manis pasti gk suka sih 😂😂😂
Wkwkwk tapi ya kalian yg mah ikut kelas dia pikir2 dan hitung2 dulu. Untungnya di mana gituuu, kalau gk berani ambil resiko gede, mending gk usah dulu."
@dickydhydonk2674,"Yg belajar dan membayar jutaan bahkan ratusan juta ke dia, itu org g××lok. Mending uangnya di pake usaha atau bisnis. Makanya, jangan mau yg instan. Semua butuh proses"
@KohendraV2,Gak sekolah u bisa kerja apa. Kecuali bpk u kaya ia enak tapi kalau u bodoh gak bisa kerja. Habis juga duitnya
@RodexMus,"Ini rahasia untuk kita aja yah ,KLO ada orang membagi ilmu kaya,,berarti itu bohong,,KLO seandainya dia bisa kaya karena melakukan sesuatu,dia nggak bakalan share ke orang lain"
@nurmansyahdoety5300,wkwkwk idiot aja sih yg masuk kelasnya 😂😂
@mohrizkyFirdaus,Berkat dia gw bisa ubah uang 10jt jadi hampir 59jt dari market  yg blom perna gw bayangin
@hendithermawan215,"Hari gini masih percaya melipat gandakan uang, mending ke dukun aja lah atau ke pesugihan 🤣🤣🤣"
@ArifinGio-d7u,"Pendapat jujur gua

Crypto ≠ cepat kaya (btc)

Akademi boleh, asal:

Fokus edukasi

Gak janji profit

Ada risiko jelas

Kalau mau belajar:

Lebih aman gratis dulu (YouTube, whitepaper, diskusi)

Praktek modal kecil

Jangan FOMO kelas mahal"
@icaariawan2566,dr awal emang beda q liat auranya timoty
@ANH1504-v3w,Akhirnya ada juga yg speak up. Kasian rakyat indo terlalu fomo tanpa mengulik sumber yg jelas untuk mengikuti jejak seseorang. Hidup yg pasti2 aja jgan ego ingin cepat kaya.
@adminjinakjinak2105,Widiihhh mulai nihh😂
@sukronwahid9749,dlu pernah lihat c max mantan proplayer dh bilang..dia tu sampe rungkad gara2 ikut kaya gitu..cuman gak d yg prcya sma max..🤣🤣🤣
@AnitaHara-j7o,"bantuin gua bang, gara2 ikut class timoty jadi rungkad plus rugi bayar kelas 😭"
@mohrizkyFirdaus,Mau seburuk apapun dia. Motivasi dia yg bisa bikin saya bisa kerja lebih giat lagi. Dan berhenti untuk buang2 waktu yg gk penting
@mozarta7736,"Kata pengikutnya mah gpp, tetep jadi panutan😂 pdhl otaknya di cuci sampek kosong😂 main kripto itu inves, klo lu masuk kelas meskipun harga 200rban ttep aja kosong kena makan😂"
@devankaraditya-nj2md,CUMA ORG² GOBLOQ YG MAU DI BODOH²IN TIMOTHY RONALD 😂
@capriocool3883,gua salah satunya ni rugi ratusan juta
@Nalendrabrahma,"GEN Z yg pada mengidolakan mereka tuh
Di kira main crypto srgampang itu kali
Mereka kaya jg karena kebanyakan buka klas crypto
Kesempatan untuk siukses di dunia crypto/trading sangat"" kecil peluangnya
Jadi realistis ja ya guuyyss😅"
@sasmitabindosano,"Jerr, konten ini tu bikin mindset sy tentang kamu berubah jelek.. Please kalo tdk paham yg lu bahas, tdk usah buat konten.. Dri bahasa sj kelihatan, Tim lebih berani membangun mental, dri pd kontenmu.."
@thetormenthor,"sy bkn fans timoti, tpi ga salah timoti ny.. salah yg tertipu lah mau kaya cepat wkwwk kocak"
@satriamuhamadsakti242,TIMOTHY AKHIRNYA AKHIRNYA KWKWKW.  Udah banyak banget konsep nya sama kek indraken dulu tapi lebih rapih.kwkwkwkw. DA si manusia ini suka ngegoblokin orang yang menurut dia aneh
@viannetta4195,"Kripto itu kepercayaan 
Semakin dianggap ada semakin mahal.
Coba itu bitcoin mirip konsep agama.
Bitcoin ada tp bentuknya gmn kita ga tau.
Kita cuma disuruh liat grafik.
Apakah ada yang pernah lihat bentuknya bitcoin"
@rendybengurion189,11:00 Saham BBCA bukan BBRI
@Abdazis69,Lu tau high risk? Kalo udah tau kenapa ikut terjun?? Gua juga sama rugi di crypto karna salah beli cuma ikut fomo² tapi gua ga nyalahin siapapun karna gua sadar gua yg salah.. gua belom paham tapi ikut²an
@umaymanja,MENDING CARI AHKIRAT BANG DARI PADA CARI DUNIA
@okee-baik,orang disuruh ga usah sekolah biar mudah dia bodohin.. wkwkw
@geraldjr2644,"Masih minum botol susu ada hati mau mengajar org lain ,seberapa berjaya Bocil botol susu ini ? Gua bukan di dalam bidang dia ,bidang gua L

Gua yakin coin yg dia paksa org2 membeli itu mungkin dia yg buat coin itu,coin siapa sahaja boleh bikin ...kasus ini wajar di selidiki ..jika benar coin itu dia ownernya ..makanya bertambah kayalah dia dn itu penipuan !"
@Palugadavidio,Aq emak2 lulusan SMA aja g percaya blass sama tuh bocah tengil katanya g usah invest rumah laah elu aja beli rumh kocak tuh bocah
@DenyandraIrsya,"Gak aneh,kaya dari hasil nipu😂😂"
@Henchua05,Intinya aja lu beli crypto sama dia jual murah sama dia yg rugi siapa berfikir secara logika
@Tiberland,"Saya meyakini, hancur lebur sekalipun dunia saham dan kripto dia akan tetap kaya raya, Jangan berharap banyak sama aparat karena mereka juga pastinya tau apa bisnis dia. Selama aparat tidak mau bersih² dan mudah di sogok menyogok maka negara ini akan semakin hancur. Saya tidak heran jika anak² muda sekarang dengan sangat mudahnya kaya raya dengan alasan bersumber dari saham atau kripto.
Jika benar sumbernya dr situ maka bisa di buktikan dari history transaksi nya. Tapi sudahlah.. Kejahatan lah yang lebih berkuasa di negeri ini"
@Scham17,Gk bahas tawuran atau kata bizer lgi bg?😂
@DimasBekker,Ky indrakenz dulu buka kelas tapi harga nya 1juta an
@tigara37,"Sama-sama bodoh
Yg satu mau di bodohin & yg satu nya bodohin orang
Jadi sama-sama bodoh"
@dedisetiadi6999,"Dari awal liat mukanya, ga banget njir , yang muja"" goblok sih"
@lavenia4037,"Mirip dukun pengganda uang, kalau kaya ngapain nyari member ? . 

Temen gua baru curhat kalau anaknya baru semester I kuliah minta duit 100juta utk deposit cripto. Sama mamaknya di ceramahin. Kalau ngotot akan di coret dari KK & di kirim ke Papua. 😂"
@salimdarojat9164,Doni salmanan
@AyubDri,"Sekolah itu yg di maksud dia bg cukup sd, smp, sma, nah selanjutnya berekreasi dan harus melangkah, putar otak buat bisnis, kuliah hanya memperlambat karna di usia 20 tahun ke atas hanya org indonesia yg masih miskin di luar negri anak""daei kecil sudah di latih, lah di Indonesia anak"" bukan di latih pintar, tapi untuk belajar yg tidak menambah pengetahuan malah mengali sejarah🤣, mengapa Indonesia susah maju lihat aja tata cara belajar dan berpikir kalian semua"
@TuakTakkasan,"Ngapain juga belajar kelas, kan bisa belajar sendiri"
@kantorkerja8725,Menurut keyakinan gua. Yg komen kebanyakan pemain slot😂
@Punyaguagede,"Gua jdi ke ingat perusahaan yg gak jelas yaitu 
Q-net, yg dulu menyebar dimana mana, tolong dong bang Jerry bahas sesekali tentang penipuan Q-net"
@yusufthauziri4429,Indra kenz jilid 2
@17_muhammadrefansyahalfari3,"lah si timothy nya aja nipu pake ngatain anak gym goblok, LAH LAUU YANG NIPU APAA KALO LAU NGATAIN ANAK GYM GOBLOK HAH"
